player,shot_type,hit_type,hit_court_side,bounce_court_side,bounce_location_long,hit_velocity_x,hit_velocity_y,hit_velocity_z,bounce_y
host,none,ground_stroke,far,near,service_box,0.462,-12.855,4.434,10.862
guest,none,volley,near,far,no_mans_land,-1.632,9.062,3.574,18.329
host,none,ground_stroke,far,near,service_box,2.822,-27.763,4.948,6.562
guest,none,volley,near,far,no_mans_land,5.812,5.812,5.812,19.121
host,first_serve,first_serve,near,far,no_mans_land,-2.489,35.096,-0.44,21.56
guest,return,ground_stroke,far,near,service_box,-1.356,-14.075,6.91,6.095
host,first_serve,first_serve,near,far,service_box,6.39,34.429,-2.86,17.183
host,first_serve,first_serve,near,far,service_box,6.212,32.903,-1.915,17.269
guest,none,ground_stroke,far,near,no_mans_land,21.726,21.726,21.726,0.986
host,first_serve,first_serve,near,far,service_box,7.596,30.562,-2.387,15.651
guest,return,ground_stroke,far,near,no_mans_land,-1.766,-10.979,8.228,3.839
host,first_serve,first_serve,near,far,no_mans_land,-1.463,37.238,-1.851,20.259
guest,return,ground_stroke,far,far,service_box,-1.52,-7.444,8.88,16.0
host,first_serve,first_serve,near,far,service_box,6.634,34.465,-2.446,17.423
guest,none,ground_stroke,far,near,service_box,1.23,-12.973,3.378,7.868
host,none,ground_stroke,near,far,no_mans_land,-0.964,19.379,3.519,20.423
guest,none,ground_stroke,far,near,service_box,-1.535,-17.326,3.318,5.591
host,none,ground_stroke,near,far,no_mans_land,0.747,19.25,4.765,20.714
guest,none,ground_stroke,far,near,no_mans_land,-1.712,-24.297,1.982,2.736
host,none,ground_stroke,near,far,no_mans_land,0.715,13.876,9.017,20.588
guest,none,ground_stroke,far,near,no_mans_land,0.024,-14.357,5.024,2.313
host,none,ground_stroke,near,far,out,1.13,24.023,4.442,23.849
host,first_serve,first_serve,near,far,service_box,6.621,29.404,-0.801,17.727
guest,first_serve,first_serve,near,far,service_box,-0.028,30.211,-1.354,16.907
guest,return,ground_stroke,far,near,service_box,1.865,-18.238,3.176,7.136
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,-1.433,21.994,3.93,21.026
guest,return_plus_one,ground_stroke,far,near,no_mans_land,-0.173,-15.887,2.741,4.356
guest,in_play,ground_stroke,near,far,out,0.769,22.297,3.558,24.529
guest,first_serve,first_serve,near,far,service_box,3.171,35.938,-2.802,18.278
guest,return,ground_stroke,far,near,no_mans_land,0.51,-13.991,6.439,2.728
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,-0.432,11.8,10.538,20.001
guest,return_plus_one,ground_stroke,far,near,no_mans_land,-1.308,-25.246,2.073,1.837
guest,in_play,ground_stroke,near,near,no_mans_land,2.203,6.274,13.732,3.649
guest,in_play,ground_stroke,near,near,no_mans_land,-0.917,10.466,7.652,0.689
guest,first_serve,first_serve,near,far,service_box,-0.43,31.063,-1.603,16.866
guest,return,ground_stroke,far,near,service_box,20.117,20.117,20.117,5.901
guest,first_serve,first_serve,near,far,service_box,4.028,33.274,-2.133,16.0
guest,return,ground_stroke,far,near,no_mans_land,-0.739,-21.562,3.671,2.123
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,0.418,16.115,6.106,19.783
guest,return_plus_one,ground_stroke,far,near,out,-3.945,-39.18,-0.778,-1.019
guest,second_serve,second_serve,near,far,service_box,-0.452,32.369,-1.74,17.297
guest,first_serve,first_serve,near,far,no_mans_land,2.113,33.288,-1.341,20.056
guest,first_serve,first_serve,near,far,no_mans_land,2.548,35.216,-1.879,18.79
guest,none,ground_stroke,far,near,no_mans_land,-1.57,-22.067,2.653,5.264
guest,second_serve,second_serve,near,far,service_box,2.462,29.809,-1.482,18.247
guest,return,ground_stroke,far,near,out,-1.542,-23.746,4.415,-0.298
guest,none,ground_stroke,near,far,service_box,-2.663,12.012,5.781,17.931
guest,none,ground_stroke,near,near,no_mans_land,20.412,14.92,2.965,1.874
guest,none,ground_stroke,near,far,no_mans_land,1.999,22.23,4.343,21.402
guest,none,ground_stroke,far,near,service_box,-1.95,-17.261,3.643,5.774
guest,none,ground_stroke,near,far,out,-2.461,17.583,5.817,24.355
guest,none,ground_stroke,near,far,no_mans_land,-2.231,16.012,4.821,23.647
guest,none,ground_stroke,near,far,no_mans_land,2.113,10.98,9.134,20.119
guest,none,ground_stroke,near,far,service_box,0.079,8.685,11.892,16.502
guest,none,ground_stroke,far,near,service_box,2.107,-22.622,-1.474,5.828
guest,none,ground_stroke,near,far,no_mans_land,-0.411,22.323,4.441,21.126
guest,none,ground_stroke,far,near,no_mans_land,16.898,16.898,16.898,0.364
guest,none,ground_stroke,near,far,no_mans_land,2.871,14.524,7.379,20.301
guest,none,ground_stroke,near,far,no_mans_land,-0.263,10.828,7.767,20.16
guest,none,ground_stroke,far,near,no_mans_land,2.097,-22.636,2.891,1.964
guest,none,ground_stroke,near,far,no_mans_land,-0.196,17.564,5.981,21.154
guest,none,ground_stroke,far,near,no_mans_land,-0.756,-21.834,3.292,3.474
guest,none,ground_stroke,near,far,out,0.463,20.173,5.674,23.919
guest,none,ground_stroke,far,near,no_mans_land,1.689,-26.752,2.167,2.249
guest,none,ground_stroke,near,far,no_mans_land,-1.532,12.231,9.564,19.082
guest,none,ground_stroke,far,near,no_mans_land,16.898,16.898,16.898,0.909
guest,none,ground_stroke,near,far,no_mans_land,1.486,11.594,9.831,19.485
guest,none,ground_stroke,near,far,service_box,1.868,8.61,13.671,17.485
guest,none,ground_stroke,near,far,no_mans_land,-2.569,15.686,6.472,20.915
guest,none,ground_stroke,near,far,no_mans_land,-1.845,13.723,7.066,18.712
guest,none,feed,near,far,no_mans_land,5.812,5.812,5.812,21.342
guest,none,ground_stroke,far,near,service_box,-1.652,-13.859,4.637,5.573
guest,none,ground_stroke,near,far,no_mans_land,-0.018,23.637,3.085,20.218
guest,none,ground_stroke,far,far,service_box,-1.382,-8.036,8.923,17.987
guest,none,ground_stroke,near,far,no_mans_land,3.961,22.631,2.606,20.948
guest,none,ground_stroke,far,near,out,-0.811,-15.666,7.263,-1.904
guest,first_serve,first_serve,far,near,no_mans_land,-0.295,-32.711,-0.296,3.216
guest,none,ground_stroke,near,near,no_mans_land,12.838,21.232,1.853,5.435
guest,first_serve,first_serve,far,near,service_box,-0.876,-28.933,-0.305,6.219
guest,return,ground_stroke,near,far,no_mans_land,0.931,14.979,6.328,19.382
guest,serve_plus_one,ground_stroke,far,near,no_mans_land,-1.728,-15.922,3.561,5.117
guest,return_plus_one,ground_stroke,near,far,no_mans_land,2.948,27.19,2.163,20.309
guest,in_play,ground_stroke,far,near,service_box,2.444,-18.238,2.843,7.25
guest,in_play,ground_stroke,near,far,out,-2.168,17.149,6.818,24.742
guest,none,ground_stroke,near,far,no_mans_land,-1.583,13.795,8.132,20.253
guest,none,ground_stroke,far,far,out,-2.102,-1.002,2.445,23.94
guest,none,ground_stroke,far,near,no_mans_land,2.211,-15.101,5.503,1.277
guest,none,ground_stroke,near,near,service_box,-2.009,17.279,1.069,6.654
guest,none,ground_stroke,near,near,no_mans_land,-8.871,15.027,2.577,3.382
guest,none,ground_stroke,near,far,no_mans_land,17.703,17.703,17.703,19.744
guest,second_serve,second_serve,far,near,service_box,-0.77,-9.777,7.603,5.774
guest,return,ground_stroke,near,far,no_mans_land,2.081,16.113,5.854,21.071
guest,serve_plus_one,ground_stroke,far,near,out,-1.957,-19.263,4.761,-0.87
guest,return_plus_one,ground_stroke,near,far,out,1.327,15.743,8.638,25.825
guest,none,ground_stroke,near,far,no_mans_land,-1.941,15.189,6.947,20.616
guest,none,ground_stroke,far,near,service_box,20.921,20.921,20.921,9.572
guest,none,ground_stroke,near,far,no_mans_land,-1.508,14.507,7.712,20.331
guest,none,ground_stroke,far,far,out,-3.0,-8.813,4.96,23.995
guest,none,feed,near,far,no_mans_land,6.259,6.259,6.259,18.893
guest,none,ground_stroke,near,far,no_mans_land,1.28,20.346,5.972,20.965
guest,none,ground_stroke,far,near,service_box,-0.306,-10.355,6.13,6.065
guest,none,ground_stroke,near,far,no_mans_land,0.9,19.139,4.879,21.83
guest,none,ground_stroke,far,near,no_mans_land,-0.891,-15.479,6.002,2.186
guest,none,ground_stroke,near,far,no_mans_land,1.163,17.391,6.548,20.601
guest,none,ground_stroke,far,near,no_mans_land,0.175,-19.601,3.746,1.303
guest,none,ground_stroke,near,far,out,-0.161,13.855,8.34,24.981
guest,none,ground_stroke,near,far,no_mans_land,0.669,11.739,10.418,20.372
guest,none,ground_stroke,far,near,no_mans_land,3.112,-35.967,-0.983,2.42
guest,none,ground_stroke,near,far,no_mans_land,-1.602,14.496,7.481,20.207
guest,none,ground_stroke,far,near,no_mans_land,-2.931,-30.049,0.721,3.762
guest,none,ground_stroke,near,far,out,1.326,18.499,6.463,24.387
guest,none,ground_stroke,far,near,no_mans_land,2.934,-29.849,-0.09,3.474
guest,none,ground_stroke,near,far,no_mans_land,-3.352,20.659,5.299,20.793
guest,none,ground_stroke,far,near,no_mans_land,-0.504,-17.558,5.466,0.454
guest,none,ground_stroke,near,far,no_mans_land,1.522,19.662,4.764,20.114
guest,none,ground_stroke,far,near,no_mans_land,-2.435,-17.434,4.745,2.489
guest,none,ground_stroke,near,far,out,1.713,25.529,3.629,23.849
guest,none,ground_stroke,near,far,no_mans_land,1.883,14.463,7.873,19.692
guest,none,ground_stroke,far,near,no_mans_land,-0.578,-18.997,2.914,1.642
guest,none,ground_stroke,near,near,out,1.04,6.614,13.729,-0.431
guest,none,ground_stroke,near,far,no_mans_land,-3.286,15.987,-3.593,20.658
guest,second_serve,second_serve,far,near,no_mans_land,24.408,24.408,24.408,2.952
guest,return,ground_stroke,near,far,no_mans_land,0.894,7.251,15.771,20.172
guest,serve_plus_one,ground_stroke,far,near,service_box,-0.501,-30.485,-1.24,5.722
guest,return_plus_one,ground_stroke,near,far,service_box,0.91,5.934,12.681,12.055
guest,none,ground_stroke,near,far,no_mans_land,-1.519,19.723,5.859,21.352
guest,none,ground_stroke,far,near,no_mans_land,-3.152,-13.02,6.468,2.667
guest,none,ground_stroke,near,near,out,1.843,9.128,9.913,-0.794
guest,none,ground_stroke,near,far,no_mans_land,1.797,6.297,6.143,18.789
guest,none,ground_stroke,far,near,no_mans_land,-2.874,-25.911,0.575,2.438
guest,none,ground_stroke,near,far,no_mans_land,1.839,9.209,12.492,20.487
guest,none,ground_stroke,far,near,service_box,18.507,18.507,18.507,7.965
guest,second_serve,second_serve,near,far,no_mans_land,-2.605,37.992,-2.046,20.474
guest,first_serve,first_serve,near,far,no_mans_land,-8.678,35.312,-0.691,21.37
host,none,ground_stroke,far,near,service_box,1.239,-12.778,6.231,6.096
guest,second_serve,second_serve,near,far,no_mans_land,-2.233,35.387,-1.127,21.411
guest,first_serve,first_serve,near,far,service_box,5.142,30.146,-1.39,17.152
host,return,ground_stroke,far,near,no_mans_land,-0.392,-16.065,5.499,3.39
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,0.535,17.887,5.364,21.502
host,return_plus_one,ground_stroke,far,near,out,2.035,-17.163,5.776,-1.168
guest,first_serve,first_serve,near,far,no_mans_land,-7.622,45.689,-2.788,22.174
host,return,ground_stroke,far,near,no_mans_land,2.851,-15.127,5.324,3.25
guest,serve_plus_one,ground_stroke,near,near,service_box,-5.429,8.59,7.02,5.747
guest,first_serve,first_serve,near,far,service_box,5.236,37.803,-2.666,17.932
guest,second_serve,second_serve,near,far,no_mans_land,6.281,33.259,-0.622,21.173
host,return,ground_stroke,far,near,service_box,-2.114,-14.037,5.644,5.947
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,1.335,17.479,5.482,20.831
host,return_plus_one,ground_stroke,far,near,service_box,0.677,-16.342,3.734,7.279
guest,in_play,ground_stroke,near,near,out,-0.757,12.321,5.048,-1.148
host,in_play,ground_stroke,far,near,out,-3.361,-36.519,-1.85,-1.25
guest,first_serve,first_serve,near,far,no_mans_land,32.545,32.545,32.545,22.253
host,return,ground_stroke,far,near,no_mans_land,20.117,20.117,20.117,3.485
guest,first_serve,first_serve,near,far,service_box,7.295,36.907,-2.631,18.102
guest,first_serve,first_serve,near,far,service_box,26.733,26.733,26.733,15.651
host,none,ground_stroke,far,far,service_box,-1.875,-3.668,6.312,18.183
guest,second_serve,second_serve,near,far,no_mans_land,4.751,34.166,-1.195,21.098
host,return,ground_stroke,far,near,service_box,-2.416,-15.301,4.525,7.19
guest,serve_plus_one,ground_stroke,near,near,service_box,1.073,9.988,7.981,6.219
guest,second_serve,second_serve,near,far,no_mans_land,-5.613,45.872,-3.036,21.804
host,return,ground_stroke,far,near,no_mans_land,0.631,-13.119,6.647,4.252
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,0.376,17.935,4.822,18.832
host,return_plus_one,ground_stroke,far,near,no_mans_land,1.43,-19.885,2.976,3.88
guest,in_play,ground_stroke,near,far,out,-1.979,21.603,4.933,23.783
guest,first_serve,first_serve,near,far,no_mans_land,5.865,40.712,-2.568,21.657
guest,second_serve,second_serve,near,far,service_box,6.802,30.073,-0.718,17.811
host,return,ground_stroke,far,near,no_mans_land,-3.721,-15.319,5.549,4.016
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,2.434,22.148,3.938,22.044
host,return_plus_one,ground_stroke,far,near,out,2.228,-24.278,3.827,-0.596
guest,in_play,ground_stroke,near,far,out,-1.126,14.939,8.257,23.888
host,in_play,ground_stroke,far,near,no_mans_land,-1.27,-20.504,1.921,4.601
guest,in_play,ground_stroke,near,near,out,0.136,10.999,6.849,-1.016
host,first_serve,first_serve,near,far,service_box,-3.174,37.696,-2.955,17.297
host,return,ground_stroke,near,far,no_mans_land,0.796,17.994,5.468,20.763
guest,serve_plus_one,ground_stroke,far,near,no_mans_land,1.292,-20.444,3.732,2.933
host,return_plus_one,ground_stroke,near,far,no_mans_land,-0.632,19.694,5.143,20.77
guest,in_play,ground_stroke,far,near,service_box,1.509,-21.9,2.133,5.932
host,in_play,ground_stroke,near,far,no_mans_land,-0.641,16.756,7.622,22.606
guest,in_play,ground_stroke,far,far,out,-0.728,-2.301,5.097,24.076
host,first_serve,first_serve,near,far,no_mans_land,2.34,36.685,-1.319,20.504
host,second_serve,second_serve,near,far,service_box,3.171,29.888,-0.809,17.96
guest,return,ground_stroke,far,near,out,4.456,-26.817,2.937,-0.664
guest,none,feed,far,near,no_mans_land,5.364,5.364,5.364,3.384
guest,none,ground_stroke,far,far,out,-2.096,-16.794,0.453,23.839
host,first_serve,first_serve,near,far,service_box,2.828,32.851,-1.87,18.114
guest,return,ground_stroke,far,near,service_box,0.939,-22.07,2.493,5.732
host,serve_plus_one,ground_stroke,near,far,out,-0.708,22.469,5.36,25.338
guest,return_plus_one,ground_stroke,far,near,no_mans_land,-1.087,-20.661,3.185,2.367
host,in_play,ground_stroke,near,near,service_box,-0.126,6.047,14.377,6.945
host,in_play,ground_stroke,near,far,no_mans_land,3.025,21.521,4.128,19.344
host,in_play,ground_stroke,near,near,no_mans_land,-3.549,9.135,3.419,0.748
host,first_serve,first_serve,near,far,out,-2.685,44.394,-1.288,25.338
host,first_serve,first_serve,near,far,service_box,1.664,25.4,-0.686,16.259
guest,return,ground_stroke,far,near,service_box,-1.203,-15.69,4.158,5.682
host,serve_plus_one,ground_stroke,near,far,no_mans_land,0.682,12.352,6.496,18.427
host,first_serve,first_serve,near,far,no_mans_land,2.118,34.693,-1.501,19.632
host,second_serve,second_serve,near,far,service_box,1.969,31.302,-1.499,17.778
guest,return,ground_stroke,far,near,out,0.333,-23.885,4.228,-0.678
host,none,feed,near,far,no_mans_land,5.141,5.141,5.141,19.805
guest,first_serve,first_serve,far,near,no_mans_land,-0.413,-17.697,3.974,2.282
host,return,ground_stroke,near,near,no_mans_land,0.682,12.072,6.496,1.162
host,serve_plus_one,ground_stroke,near,near,out,1.182,22.603,-1.85,-0.488
host,none,feed,near,far,service_box,5.141,5.141,5.141,17.94
host,none,ground_stroke,near,far,no_mans_land,1.521,22.742,5.451,21.061
guest,none,ground_stroke,far,near,no_mans_land,-1.547,-14.368,5.369,2.772
host,none,ground_stroke,near,far,service_box,0.961,10.054,11.297,17.636
guest,none,ground_stroke,far,near,no_mans_land,-1.934,-33.29,-2.97,2.179
host,none,ground_stroke,near,near,out,11.228,8.284,9.21,-0.792
host,none,ground_stroke,near,near,service_box,0.593,6.582,13.688,6.305
host,none,ground_stroke,near,near,service_box,-1.726,10.703,7.781,7.774
host,none,ground_stroke,near,far,service_box,17.703,17.703,17.703,15.061
host,none,ground_stroke,near,far,no_mans_land,-0.558,22.125,4.814,21.749
guest,none,ground_stroke,far,far,no_mans_land,-0.099,2.933,3.604,21.749
guest,none,ground_stroke,far,near,no_mans_land,16.093,16.093,16.093,4.816
host,none,ground_stroke,near,far,no_mans_land,2.323,12.733,8.358,20.414
host,none,ground_stroke,near,far,no_mans_land,-2.013,16.358,6.331,19.995
guest,none,ground_stroke,near,far,no_mans_land,-3.271,18.525,4.195,18.912
host,none,ground_stroke,far,far,out,-2.048,-11.196,4.607,24.511
host,second_serve,second_serve,far,near,no_mans_land,-3.176,-39.41,-1.852,4.526
guest,return,ground_stroke,near,far,service_box,0.558,7.298,13.789,16.556
guest,none,ground_stroke,near,far,no_mans_land,-1.707,13.384,8.262,20.645
host,none,ground_stroke,far,near,no_mans_land,1.318,-20.629,2.833,3.474
guest,none,ground_stroke,near,far,no_mans_land,-0.632,17.629,6.641,21.428
host,none,ground_stroke,far,far,service_box,1.994,-10.47,8.127,18.078
host,none,ground_stroke,far,near,service_box,-4.354,10.575,2.601,10.613
host,first_serve,first_serve,far,near,service_box,-3.166,-19.785,1.3,7.68
guest,return,ground_stroke,near,far,no_mans_land,2.848,16.462,5.784,21.894
host,serve_plus_one,ground_stroke,far,near,no_mans_land,-0.787,-12.711,6.827,2.399
guest,return_plus_one,ground_stroke,near,far,out,3.956,17.358,6.935,24.511
host,first_serve,first_serve,far,near,no_mans_land,-1.578,-17.561,3.153,4.472
host,first_serve,first_serve,far,near,service_box,-0.46,-9.685,5.837,9.087
guest,return,ground_stroke,near,far,no_mans_land,2.475,19.015,6.207,20.635
host,serve_plus_one,ground_stroke,far,near,no_mans_land,-0.506,-14.376,5.468,1.376
guest,return_plus_one,ground_stroke,near,far,no_mans_land,0.322,12.005,10.489,21.077
host,in_play,ground_stroke,far,near,no_mans_land,2.171,-18.01,3.121,3.396
guest,in_play,ground_stroke,near,near,no_mans_land,-4.276,24.696,4.834,3.53
guest,second_serve,second_serve,near,far,service_box,-1.137,29.651,-0.917,18.078
host,first_serve,first_serve,far,near,service_box,-1.523,-13.257,3.415,8.997
guest,second_serve,second_serve,near,far,service_box,7.611,38.597,-2.39,18.247
host,return,ground_stroke,far,near,service_box,2.294,-13.618,5.142,5.734
host,first_serve,first_serve,near,far,no_mans_land,-1.394,31.615,-0.47,21.149
guest,return,ground_stroke,far,near,no_mans_land,-0.597,-15.178,6.44,1.689
host,serve_plus_one,ground_stroke,near,far,out,-2.939,18.765,6.197,24.192
host,first_serve,first_serve,near,far,service_box,5.743,29.44,-1.576,16.983
guest,return,ground_stroke,far,near,no_mans_land,0.79,-18.713,4.934,1.709
host,serve_plus_one,ground_stroke,near,far,no_mans_land,-0.384,12.766,9.178,19.894
guest,return_plus_one,ground_stroke,far,near,no_mans_land,0.809,-28.167,0.609,3.156
host,in_play,ground_stroke,near,far,no_mans_land,-0.993,18.011,6.335,20.024
guest,in_play,ground_stroke,far,near,out,-3.032,-16.492,4.811,-0.878
host,in_play,ground_stroke,near,far,out,0.955,13.949,9.202,23.793
host,in_play,ground_stroke,near,far,out,-1.024,19.687,3.644,23.972
guest,none,ground_stroke,far,near,service_box,2.828,-13.595,4.611,7.041
host,none,ground_stroke,near,far,no_mans_land,-2.169,15.155,7.37,20.772
guest,none,ground_stroke,far,near,service_box,-5.403,-36.898,-0.784,7.041
host,none,ground_stroke,near,far,no_mans_land,1.191,20.769,5.082,21.335
guest,none,ground_stroke,far,far,service_box,-0.724,-5.142,12.873,17.616
host,first_serve,first_serve,near,far,service_box,5.228,25.806,0.175,18.247
host,first_serve,first_serve,near,far,service_box,6.277,32.855,-2.051,18.216
guest,return,ground_stroke,far,near,service_box,-2.249,-10.651,7.191,6.72
host,serve_plus_one,ground_stroke,near,far,service_box,2.565,14.175,4.513,17.743
guest,return_plus_one,ground_stroke,far,far,out,-0.597,3.447,3.525,23.774
host,none,feed,near,far,service_box,4.917,4.917,4.917,12.494
guest,first_serve,first_serve,near,far,service_box,-0.214,33.954,-1.706,18.04
guest,return,ground_stroke,far,near,no_mans_land,-1.34,-22.034,3.313,2.923
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,1.541,15.655,7.216,21.396
guest,return_plus_one,ground_stroke,far,near,no_mans_land,-1.29,-39.071,-1.021,1.521
guest,in_play,ground_stroke,near,far,no_mans_land,0.788,16.149,7.921,20.99
guest,in_play,ground_stroke,far,near,no_mans_land,-2.44,-24.1,1.603,2.741
guest,in_play,ground_stroke,near,far,no_mans_land,1.985,18.128,5.956,21.089
guest,in_play,ground_stroke,far,near,no_mans_land,3.685,-24.194,2.589,3.231
guest,in_play,ground_stroke,near,near,out,-0.866,10.481,7.798,-0.254
guest,first_serve,first_serve,near,far,no_mans_land,1.873,37.168,-1.214,20.112
guest,none,ground_stroke,far,near,no_mans_land,16.093,16.093,16.093,0.575
guest,first_serve,first_serve,near,far,no_mans_land,2.278,32.544,-0.813,19.591
guest,return,ground_stroke,far,near,service_box,0.59,-19.796,3.147,5.649
guest,serve_plus_one,ground_stroke,near,far,out,-0.409,24.106,4.803,24.815
guest,return_plus_one,ground_stroke,far,near,no_mans_land,-4.308,-23.753,2.854,2.392
guest,in_play,ground_stroke,near,near,no_mans_land,9.475,5.919,12.864,1.961
guest,in_play,ground_stroke,near,far,no_mans_land,-0.861,17.426,5.719,19.742
guest,in_play,ground_stroke,far,near,no_mans_land,17.703,17.703,17.703,2.646
guest,in_play,ground_stroke,near,far,no_mans_land,0.826,13.519,8.944,19.717
guest,in_play,ground_stroke,far,near,no_mans_land,-0.535,-27.534,1.288,0.614
guest,in_play,ground_stroke,near,far,no_mans_land,0.157,13.443,8.844,18.817
guest,in_play,ground_stroke,far,near,no_mans_land,16.093,16.093,16.093,2.205
guest,in_play,ground_stroke,near,far,no_mans_land,0.014,16.068,7.918,20.996
guest,in_play,ground_stroke,far,far,out,-0.679,0.729,4.091,24.474
guest,first_serve,first_serve,near,far,no_mans_land,-1.095,36.677,1.508,21.965
guest,none,ground_stroke,far,near,no_mans_land,-1.485,-23.476,1.56,4.989
guest,none,ground_stroke,near,far,no_mans_land,1.446,17.736,5.458,20.778
guest,none,ground_stroke,far,near,no_mans_land,-2.094,-24.881,3.263,0.113
guest,none,ground_stroke,near,near,out,-2.173,24.318,3.332,-1.369
guest,first_serve,first_serve,near,far,out,1.06,36.778,-0.556,24.292
guest,second_serve,second_serve,near,far,service_box,-0.825,31.903,-1.395,17.974
guest,return,ground_stroke,far,near,no_mans_land,-0.596,-19.225,4.495,1.811
guest,serve_plus_one,ground_stroke,near,near,no_mans_land,3.109,7.571,10.245,2.739
guest,return_plus_one,ground_stroke,near,near,out,1.54,18.178,6.806,-1.415
guest,first_serve,first_serve,near,far,service_box,1.707,41.742,-3.927,16.958
guest,second_serve,second_serve,near,far,service_box,2.247,32.642,-1.813,18.216
guest,return,ground_stroke,far,near,no_mans_land,-1.861,-18.739,4.414,2.162
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,0.748,13.049,8.809,19.676
guest,return_plus_one,ground_stroke,far,near,no_mans_land,-0.446,-20.34,2.731,1.661
guest,in_play,ground_stroke,near,far,no_mans_land,0.736,15.315,7.319,19.972
guest,in_play,ground_stroke,far,near,service_box,-1.011,-15.286,2.485,8.124
guest,in_play,ground_stroke,near,far,no_mans_land,0.781,13.513,8.997,19.517
host,first_serve,first_serve,near,far,service_box,0.087,25.889,-0.002,17.811
guest,return,ground_stroke,far,near,no_mans_land,0.677,-16.468,5.022,2.68
host,serve_plus_one,ground_stroke,near,far,out,0.706,21.712,5.591,24.718
guest,return_plus_one,ground_stroke,far,near,service_box,1.527,-11.789,5.182,6.4
host,in_play,ground_stroke,near,near,service_box,-1.928,12.042,7.56,6.065
host,first_serve,first_serve,near,far,no_mans_land,2.981,37.85,-2.217,20.192
host,second_serve,second_serve,near,far,no_mans_land,3.015,39.358,-1.718,19.887
host,first_serve,first_serve,near,far,service_box,-0.667,27.441,-0.556,18.137
guest,return,ground_stroke,far,near,no_mans_land,0.857,-20.936,3.331,4.108
host,serve_plus_one,ground_stroke,near,far,out,0.831,22.23,5.215,24.277
guest,return_plus_one,ground_stroke,far,near,no_mans_land,-1.1,-18.911,3.536,5.146
host,in_play,ground_stroke,near,far,service_box,5.544,11.242,7.4,16.259
guest,first_serve,first_serve,near,far,service_box,2.337,29.724,-1.381,18.114
guest,return,ground_stroke,far,near,out,-1.254,-23.123,3.887,-1.515
guest,none,feed,near,far,service_box,6.259,6.259,6.259,15.913
guest,none,ground_stroke,near,far,no_mans_land,-1.459,12.4,8.719,18.334
guest,none,ground_stroke,far,far,service_box,-5.502,-9.223,3.698,17.513
guest,none,feed,near,far,no_mans_land,4.47,4.47,4.47,19.958
guest,none,ground_stroke,near,far,no_mans_land,0.75,12.496,9.504,19.576
guest,none,ground_stroke,far,near,service_box,0.04,-13.802,1.51,8.941
guest,none,ground_stroke,near,far,no_mans_land,0.451,16.029,6.858,21.281
guest,none,ground_stroke,far,near,no_mans_land,1.253,-18.986,3.464,3.875
guest,none,ground_stroke,near,far,no_mans_land,-1.472,15.844,7.65,20.989
guest,none,ground_stroke,far,near,no_mans_land,-1.325,-16.089,5.021,2.042
guest,none,ground_stroke,near,near,no_mans_land,5.247,9.505,7.577,1.206
guest,none,ground_stroke,near,near,out,-0.717,10.365,8.223,-0.488
guest,none,ground_stroke,near,far,no_mans_land,-0.142,20.876,4.285,20.581
guest,none,ground_stroke,far,far,out,-0.729,-12.365,4.906,24.04
guest,none,ground_stroke,near,far,no_mans_land,2.344,14.012,7.278,20.196
guest,none,ground_stroke,far,near,no_mans_land,3.456,-26.304,2.087,3.838
guest,none,ground_stroke,near,far,service_box,-3.589,16.689,5.003,17.492
guest,none,ground_stroke,near,near,out,-1.666,11.395,9.19,-0.352
guest,none,ground_stroke,near,near,service_box,1.163,17.411,6.548,5.507
guest,none,ground_stroke,near,far,service_box,-0.845,13.042,7.587,17.49
guest,none,ground_stroke,far,near,no_mans_land,-0.264,-13.308,5.705,0.153
guest,none,ground_stroke,near,far,no_mans_land,-0.052,12.043,10.345,19.56
guest,none,ground_stroke,near,far,no_mans_land,-0.692,12.595,7.244,21.035
guest,none,ground_stroke,far,near,no_mans_land,0.57,-23.081,2.975,0.89
guest,none,ground_stroke,near,far,no_mans_land,0.226,14.626,8.251,20.315
guest,none,ground_stroke,far,near,no_mans_land,3.065,-33.317,1.036,1.511
guest,none,ground_stroke,near,far,no_mans_land,-2.085,14.682,7.923,19.359
guest,none,ground_stroke,far,near,no_mans_land,-4.383,-25.948,1.844,3.319
guest,none,ground_stroke,near,near,service_box,1.148,9.635,9.311,6.4
guest,none,feed,near,near,service_box,6.035,6.035,6.035,5.672
guest,none,ground_stroke,near,far,no_mans_land,0.697,17.116,5.345,18.657
guest,none,ground_stroke,near,far,no_mans_land,-0.094,6.194,15.431,19.645
guest,none,feed,near,far,no_mans_land,5.141,5.141,5.141,20.141
guest,none,ground_stroke,far,near,out,-2.239,-11.17,8.854,-1.016
guest,first_serve,first_serve,far,near,no_mans_land,-1.744,-21.003,2.663,2.092
guest,none,ground_stroke,near,far,out,-1.009,14.636,8.536,25.296
guest,first_serve,first_serve,far,near,no_mans_land,-1.432,-16.027,4.603,2.817
