player,shot_type,hit_type,hit_court_side,bounce_court_side,bounce_location_long,hit_velocity_x,hit_velocity_y,hit_velocity_z,bounce_y
host,first_serve,first_serve,near,far,service_box,-3.043,29.269,-1.157,17.212
guest,none,ground_stroke,far,near,service_box,5.537,-20.162,3.635,6.065
guest,none,feed,far,near,service_box,5.588,5.588,5.588,9.854
host,first_serve,first_serve,near,near,service_box,-3.717,-0.034,-1.759,5.548
host,first_serve,first_serve,near,far,service_box,2.123,33.638,-1.478,17.778
guest,return,ground_stroke,far,near,service_box,-3.218,-15.002,5.56,6.712
host,serve_plus_one,ground_stroke,near,far,no_mans_land,4.558,20.029,4.249,21.057
guest,return_plus_one,ground_stroke,far,far,service_box,-1.028,-24.762,0.991,11.99
guest,first_serve,first_serve,far,near,service_box,4.276,-20.324,0.717,7.263
host,return,ground_stroke,near,far,no_mans_land,-3.494,18.545,4.551,19.3
guest,serve_plus_one,ground_stroke,far,near,no_mans_land,-0.871,-18.086,5.524,3.269
host,return_plus_one,ground_stroke,near,far,service_box,1.305,15.34,5.435,18.278
guest,in_play,ground_stroke,far,near,service_box,-1.754,-13.272,5.291,6.853
host,in_play,ground_stroke,near,far,no_mans_land,4.149,13.064,5.883,21.026
guest,first_serve,first_serve,far,near,service_box,-5.755,-23.51,0.082,6.79
host,return,ground_stroke,near,near,service_box,2.308,17.931,1.591,10.51
host,none,feed,near,far,service_box,0.959,7.465,3.516,17.399
guest,first_serve,first_serve,far,near,service_box,5.708,-17.113,1.947,6.868
host,return,ground_stroke,near,far,no_mans_land,-5.502,14.724,6.627,20.076
guest,serve_plus_one,ground_stroke,far,near,service_box,0.3,-14.092,4.518,7.414
host,return_plus_one,ground_stroke,near,far,service_box,3.038,11.571,6.196,17.843
guest,first_serve,first_serve,far,near,service_box,-6.538,-22.297,1.069,6.283
guest,second_serve,second_serve,far,near,service_box,-3.856,-18.532,1.51,7.037
host,return,ground_stroke,near,far,no_mans_land,3.446,17.66,5.6,21.281
guest,serve_plus_one,ground_stroke,far,near,no_mans_land,2.989,-18.205,4.408,5.117
host,return_plus_one,ground_stroke,near,far,no_mans_land,0.82,18.285,4.073,20.588
host,first_serve,first_serve,far,near,service_box,4.267,-24.672,-0.721,6.591
guest,return,ground_stroke,near,far,no_mans_land,-3.093,17.867,5.741,22.09
host,serve_plus_one,ground_stroke,far,near,no_mans_land,5.016,-21.578,4.22,2.603
guest,none,feed,near,far,no_mans_land,6.482,6.482,6.482,20.342
host,first_serve,first_serve,far,near,service_box,-3.196,-24.249,-0.487,7.51
guest,return,ground_stroke,near,far,service_box,4.236,16.561,4.781,17.888
host,serve_plus_one,ground_stroke,far,near,no_mans_land,-5.701,-18.338,4.776,3.55
guest,return_plus_one,ground_stroke,near,far,no_mans_land,1.581,18.014,5.128,19.093
host,in_play,volley,far,near,no_mans_land,5.588,5.588,5.588,4.452
guest,in_play,ground_stroke,near,far,service_box,-3.543,14.027,5.477,15.487
host,in_play,volley,far,near,service_box,5.364,5.364,5.364,5.6
guest,none,feed,near,far,service_box,-2.211,9.884,2.495,18.288
host,first_serve,first_serve,far,far,service_box,5.756,-27.441,-4.183,17.762
host,second_serve,second_serve,far,near,service_box,4.743,-21.246,0.483,6.793
guest,return,ground_stroke,near,far,no_mans_land,-2.825,15.607,5.727,20.855
host,serve_plus_one,ground_stroke,far,near,no_mans_land,-2.91,-19.842,4.515,1.062
guest,return_plus_one,ground_stroke,near,far,service_box,3.827,10.924,8.416,15.998
host,first_serve,first_serve,far,near,service_box,-2.378,-38.455,-2.423,6.591
guest,return,ground_stroke,near,far,service_box,0.809,14.583,5.646,18.247
host,serve_plus_one,ground_stroke,far,near,service_box,-4.057,-32.685,0.488,7.583
guest,return_plus_one,ground_stroke,near,far,service_box,0.718,14.446,5.75,14.402
host,in_play,volley,far,near,no_mans_land,4.917,4.917,4.917,4.031
guest,in_play,ground_stroke,near,near,service_box,0.802,13.302,1.722,11.153
guest,none,feed,near,far,service_box,5.588,5.588,5.588,15.202
host,first_serve,first_serve,far,near,service_box,5.29,-26.692,-1.195,6.722
guest,return,ground_stroke,near,far,no_mans_land,-0.749,15.41,5.017,18.471
host,serve_plus_one,ground_stroke,far,near,no_mans_land,-0.251,-15.854,4.796,3.9
guest,return_plus_one,ground_stroke,near,far,service_box,-4.642,18.44,3.458,17.955
host,in_play,ground_stroke,far,near,no_mans_land,5.236,-20.149,4.545,4.048
guest,in_play,ground_stroke,near,far,no_mans_land,-1.849,17.451,6.554,23.744
host,in_play,ground_stroke,far,near,service_box,0.844,-22.152,2.899,7.005
guest,in_play,ground_stroke,near,far,service_box,0.564,15.575,4.632,17.229
host,in_play,ground_stroke,far,near,no_mans_land,-0.621,-12.578,6.206,5.017
guest,in_play,ground_stroke,near,far,service_box,-2.821,13.43,4.75,17.924
host,in_play,ground_stroke,far,near,no_mans_land,1.311,-17.857,4.049,3.056
guest,in_play,ground_stroke,near,near,service_box,0.068,15.406,2.455,11.347
host,none,feed,far,near,service_box,4.47,4.47,4.47,7.597
guest,first_serve,first_serve,near,far,service_box,-0.963,21.622,1.507,18.114
host,return,ground_stroke,far,near,no_mans_land,1.942,-18.279,3.72,4.648
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,5.503,21.724,4.264,20.232
host,none,feed,far,near,no_mans_land,5.588,5.588,5.588,4.1
guest,first_serve,first_serve,near,far,service_box,4.77,22.462,0.74,16.742
host,return,ground_stroke,far,near,no_mans_land,-2.903,-19.809,4.139,4.467
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,-2.585,18.026,4.995,20.122
host,return_plus_one,ground_stroke,far,near,service_box,5.023,-20.214,3.487,6.478
guest,in_play,ground_stroke,near,far,service_box,-5.629,17.085,4.418,17.769
host,in_play,ground_stroke,far,near,no_mans_land,2.343,-21.139,3.873,3.018
guest,in_play,ground_stroke,near,near,service_box,3.589,18.603,2.25,11.073
guest,first_serve,first_serve,near,near,service_box,-5.193,22.901,-2.248,11.796
guest,second_serve,second_serve,near,far,service_box,-4.531,21.465,1.344,17.843
host,return,ground_stroke,far,near,no_mans_land,3.138,-17.601,4.854,3.53
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,1.609,18.077,5.99,23.636
host,return_plus_one,ground_stroke,far,near,no_mans_land,-3.634,-18.189,5.278,3.325
guest,in_play,ground_stroke,near,far,no_mans_land,3.965,18.485,4.873,20.7
host,in_play,ground_stroke,far,near,no_mans_land,-0.516,-16.77,6.036,0.335
guest,first_serve,first_serve,near,far,service_box,3.909,20.719,1.898,17.712
host,return,ground_stroke,far,near,no_mans_land,-1.08,-18.176,5.014,2.996
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,-3.111,15.109,6.35,20.264
host,return_plus_one,ground_stroke,far,near,no_mans_land,3.508,-22.245,3.865,2.363
guest,in_play,ground_stroke,near,far,no_mans_land,0.073,17.268,5.506,20.843
host,in_play,ground_stroke,far,far,service_box,-4.262,-17.342,2.557,12.397
host,none,feed,far,near,service_box,3.832,-8.451,5.286,9.939
guest,first_serve,first_serve,near,far,service_box,-1.603,25.961,-0.268,17.423
host,return,ground_stroke,far,near,no_mans_land,1.934,-15.53,5.45,5.252
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,0.684,18.171,4.098,19.804
host,return_plus_one,ground_stroke,far,near,no_mans_land,-4.622,-15.181,6.688,1.457
guest,first_serve,first_serve,near,far,no_mans_land,4.263,25.502,1.005,20.336
host,return,ground_stroke,far,near,no_mans_land,-3.012,-14.601,7.672,0.37
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,1.372,13.783,8.712,21.729
host,return_plus_one,ground_stroke,far,near,no_mans_land,0.807,-20.216,3.985,3.894
guest,in_play,ground_stroke,near,far,service_box,2.94,11.494,6.402,16.18
host,none,feed,far,near,no_mans_land,6.035,6.035,6.035,3.264
guest,first_serve,first_serve,near,far,service_box,-4.814,20.323,1.206,16.18
host,return,ground_stroke,far,near,no_mans_land,3.964,-16.822,5.746,2.751
guest,serve_plus_one,ground_stroke,near,near,service_box,-0.261,15.553,2.386,11.053
guest,first_serve,first_serve,near,far,service_box,5.741,22.065,0.785,17.019
host,return,ground_stroke,far,near,no_mans_land,-3.165,-17.814,4.365,4.855
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,1.693,20.307,4.098,21.039
host,return_plus_one,ground_stroke,far,near,no_mans_land,-2.748,-16.575,5.182,3.39
guest,in_play,ground_stroke,near,far,no_mans_land,0.0,17.473,6.3,23.658
host,in_play,ground_stroke,far,near,no_mans_land,3.341,-19.268,4.592,2.02
guest,in_play,ground_stroke,near,far,no_mans_land,-1.335,15.584,6.333,20.65
host,in_play,ground_stroke,far,near,no_mans_land,-2.328,-17.68,5.441,2.869
guest,in_play,ground_stroke,near,far,service_box,0.0,15.538,6.122,18.053
host,in_play,ground_stroke,far,near,no_mans_land,-2.467,-21.211,4.24,0.548
guest,in_play,ground_stroke,near,far,service_box,1.968,8.695,9.761,13.777
host,in_play,ground_stroke,far,near,service_box,2.474,-13.861,-0.366,7.564
host,first_serve,first_serve,near,far,no_mans_land,-6.056,27.095,-0.492,18.619
guest,none,ground_stroke,far,near,no_mans_land,3.514,-14.2,6.461,4.641
host,second_serve,second_serve,near,far,service_box,-0.586,19.509,1.858,17.492
guest,return,ground_stroke,far,near,no_mans_land,4.456,-17.522,6.078,0.062
host,serve_plus_one,ground_stroke,near,far,service_box,-0.736,13.12,5.362,14.846
guest,return_plus_one,ground_stroke,far,near,no_mans_land,0.548,-23.41,1.378,4.397
host,in_play,ground_stroke,near,far,no_mans_land,-1.559,11.659,8.5,18.303
guest,in_play,volley,far,far,service_box,5.812,5.812,5.812,12.148
guest,none,feed,far,near,service_box,0.392,-9.892,3.989,6.255
host,first_serve,first_serve,near,far,service_box,4.965,25.21,-0.074,17.368
guest,return,ground_stroke,far,near,no_mans_land,-2.8,-16.948,5.844,2.873
host,serve_plus_one,ground_stroke,near,far,no_mans_land,-0.023,20.953,4.819,22.444
guest,return_plus_one,ground_stroke,far,near,no_mans_land,-2.296,-18.98,5.686,0.247
host,in_play,ground_stroke,near,far,no_mans_land,1.248,13.169,8.933,21.251
guest,in_play,ground_stroke,far,near,no_mans_land,-1.873,-15.315,5.554,3.332
host,in_play,ground_stroke,near,far,no_mans_land,1.305,19.302,3.79,18.535
guest,in_play,ground_stroke,far,near,out,3.427,-11.987,9.212,-0.699
host,first_serve,first_serve,near,far,service_box,-6.647,24.979,-0.376,18.065
guest,return,ground_stroke,far,near,out,4.471,-15.109,6.74,-1.215
host,first_serve,first_serve,near,near,service_box,8.287,27.993,-3.461,10.695
host,second_serve,second_serve,near,far,service_box,2.265,19.251,1.166,17.162
guest,return,ground_stroke,far,near,service_box,-4.984,-20.953,3.394,6.764
host,serve_plus_one,ground_stroke,near,far,no_mans_land,2.902,14.916,7.386,23.577
guest,return_plus_one,ground_stroke,far,near,no_mans_land,-2.908,-16.273,5.681,3.313
host,in_play,volley,near,far,no_mans_land,5.364,5.364,5.364,20.773
guest,in_play,ground_stroke,far,near,no_mans_land,-2.527,-17.165,4.385,2.722
host,none,feed,near,far,service_box,1.295,2.628,8.548,14.378
host,none,feed,near,far,service_box,5.588,5.588,5.588,16.041
host,none,feed,near,far,service_box,5.141,5.141,5.141,14.965
guest,first_serve,first_serve,far,near,service_box,4.101,-22.377,0.681,6.564
host,return,ground_stroke,near,far,no_mans_land,-2.613,17.617,5.501,21.157
guest,serve_plus_one,ground_stroke,far,near,service_box,-1.968,-26.46,1.606,6.175
host,return_plus_one,ground_stroke,near,far,no_mans_land,0.057,12.108,7.35,19.43
guest,in_play,ground_stroke,far,near,service_box,0.205,-14.369,5.322,6.437
host,in_play,ground_stroke,near,far,no_mans_land,2.383,12.052,6.919,20.082
guest,none,feed,far,near,service_box,4.47,4.47,4.47,9.712
host,in_play,overhead,near,far,service_box,-0.041,11.802,-2.303,18.046
guest,in_play,ground_stroke,far,near,no_mans_land,-1.548,-18.559,4.844,1.6
host,in_play,ground_stroke,near,far,service_box,1.889,7.857,11.231,14.579
guest,in_play,overhead,far,near,service_box,-2.46,-56.531,-10.572,6.049
host,in_play,ground_stroke,near,far,service_box,-1.574,7.952,10.179,16.079
guest,in_play,ground_stroke,far,near,no_mans_land,18.507,18.507,18.507,2.929
host,in_play,ground_stroke,near,far,service_box,-1.545,14.231,5.182,17.169
guest,in_play,ground_stroke,far,near,service_box,5.066,-18.209,2.739,6.989
host,in_play,ground_stroke,near,far,service_box,-2.246,13.762,5.138,18.184
guest,in_play,volley,far,near,no_mans_land,4.917,4.917,4.917,3.726
host,none,feed,near,far,service_box,1.511,5.319,6.684,17.974
guest,first_serve,first_serve,far,near,service_box,-1.696,-20.061,0.401,7.764
host,return,ground_stroke,near,far,service_box,2.96,17.299,4.376,16.642
guest,serve_plus_one,ground_stroke,far,near,service_box,-3.492,-14.703,5.277,6.248
host,return_plus_one,ground_stroke,near,far,no_mans_land,1.915,13.602,6.978,21.516
guest,in_play,ground_stroke,far,near,no_mans_land,-0.272,-13.326,7.875,5.201
host,in_play,volley,near,far,no_mans_land,5.812,5.812,5.812,20.149
guest,in_play,ground_stroke,far,near,no_mans_land,-2.2,-20.538,4.419,4.138
host,in_play,ground_stroke,near,far,no_mans_land,0.832,18.114,5.249,21.017
guest,in_play,ground_stroke,far,near,no_mans_land,-1.336,-15.396,5.807,3.638
host,in_play,ground_stroke,near,near,service_box,0.01,14.801,2.553,9.523
host,none,feed,near,far,service_box,-0.393,6.851,2.973,15.608
guest,first_serve,first_serve,far,near,service_box,4.337,-19.34,0.538,7.025
host,return,ground_stroke,near,far,service_box,0.551,15.585,4.656,17.597
guest,first_serve,first_serve,far,near,service_box,-3.928,-21.903,0.369,7.541
host,return,ground_stroke,near,far,no_mans_land,5.087,16.043,6.653,23.024
guest,serve_plus_one,ground_stroke,far,near,no_mans_land,-5.028,-18.419,4.808,4.843
host,return_plus_one,ground_stroke,near,far,no_mans_land,3.011,17.377,6.124,22.439
guest,in_play,ground_stroke,far,near,no_mans_land,0.459,-17.04,5.084,4.847
host,in_play,ground_stroke,near,far,service_box,-1.629,20.309,3.224,18.126
guest,in_play,ground_stroke,far,near,no_mans_land,-1.938,-18.56,4.822,5.088
host,in_play,ground_stroke,near,far,service_box,0.0,16.199,4.479,17.492
guest,in_play,ground_stroke,far,near,no_mans_land,-0.532,-14.202,5.702,4.118
host,in_play,ground_stroke,near,far,no_mans_land,3.26,17.6,5.0,20.041
guest,in_play,ground_stroke,far,near,no_mans_land,-0.691,-23.172,3.311,4.733
host,in_play,ground_stroke,near,near,service_box,0.81,16.561,4.458,11.776
host,first_serve,first_serve,far,near,service_box,4.277,-25.049,-0.602,6.973
guest,return,ground_stroke,near,near,service_box,0.113,15.84,4.308,6.03
host,first_serve,first_serve,far,near,service_box,-4.029,-27.919,-2.091,8.404
guest,return,ground_stroke,near,far,service_box,-0.322,12.746,5.917,16.197
host,serve_plus_one,ground_stroke,far,near,no_mans_land,-1.072,-13.91,6.46,0.083
guest,none,feed,near,far,service_box,5.812,5.812,5.812,16.969
host,first_serve,first_serve,far,near,service_box,7.002,-23.715,-0.85,7.089
guest,return,ground_stroke,near,far,no_mans_land,-1.519,16.401,5.4,20.566
host,serve_plus_one,ground_stroke,far,near,out,-0.919,-15.457,7.679,-0.458
guest,none,feed,near,far,service_box,1.447,5.296,8.932,17.183
host,first_serve,first_serve,far,near,service_box,-3.424,-21.443,0.467,7.18
guest,return,ground_stroke,near,far,service_box,4.227,17.892,4.062,17.422
host,serve_plus_one,ground_stroke,far,near,no_mans_land,1.104,-14.242,5.849,3.149
guest,return_plus_one,ground_stroke,near,far,service_box,-3.934,15.678,5.131,17.212
host,in_play,ground_stroke,far,near,no_mans_land,1.189,-19.959,4.165,3.551
guest,in_play,ground_stroke,near,far,no_mans_land,2.19,19.421,4.912,21.716
host,in_play,ground_stroke,far,near,no_mans_land,-1.189,-12.305,7.37,4.474
guest,in_play,ground_stroke,near,far,no_mans_land,-3.188,17.867,3.298,18.498
host,in_play,ground_stroke,far,near,service_box,5.367,-14.317,5.169,7.516
guest,in_play,ground_stroke,near,far,service_box,-1.824,16.671,2.907,15.517
host,in_play,ground_stroke,far,near,no_mans_land,-1.106,-23.687,1.247,4.941
guest,in_play,ground_stroke,near,far,no_mans_land,-2.741,19.472,4.634,21.539
host,first_serve,first_serve,far,near,service_box,2.416,-29.184,-1.278,6.857
guest,return,ground_stroke,near,near,service_box,0.374,13.951,3.373,10.246
host,first_serve,first_serve,far,near,service_box,-5.885,-25.809,-0.77,7.069
guest,return,ground_stroke,near,far,service_box,3.18,16.861,5.212,18.079
host,serve_plus_one,ground_stroke,far,near,service_box,1.642,-12.009,4.354,7.382
guest,return_plus_one,ground_stroke,near,far,no_mans_land,0.22,13.22,5.109,19.391
host,in_play,ground_stroke,far,near,service_box,0.864,-13.585,0.741,5.741
guest,in_play,ground_stroke,near,far,service_box,-5.713,13.185,3.629,17.152
host,in_play,ground_stroke,far,near,no_mans_land,1.172,-16.578,4.611,2.708
guest,in_play,ground_stroke,near,far,no_mans_land,2.925,16.51,6.733,23.33
host,in_play,ground_stroke,far,near,no_mans_land,-1.317,-10.258,9.602,4.677
guest,in_play,overhead,near,far,out,2.175,25.665,2.461,24.694
host,in_play,ground_stroke,far,near,no_mans_land,-2.195,-15.488,6.191,4.038
guest,in_play,ground_stroke,near,far,no_mans_land,-3.606,18.547,4.486,20.051
host,none,feed,far,near,service_box,4.47,4.47,4.47,6.111
host,none,feed,far,near,no_mans_land,4.917,4.917,4.917,5.033
host,none,feed,far,near,service_box,0.856,-8.476,6.074,7.447
guest,first_serve,first_serve,near,far,service_box,-4.422,21.14,1.481,17.96
host,return,ground_stroke,far,near,no_mans_land,4.432,-20.352,4.382,3.172
guest,serve_plus_one,ground_stroke,near,far,service_box,2.031,11.669,6.184,15.728
host,none,feed,far,near,service_box,5.812,5.812,5.812,7.497
guest,second_serve,second_serve,near,far,service_box,4.755,17.761,1.906,15.062
host,return,ground_stroke,far,near,service_box,-3.864,-12.351,3.959,8.773
guest,serve_plus_one,ground_stroke,near,far,service_box,0.532,11.414,6.697,16.628
host,return_plus_one,volley,far,near,service_box,-1.565,-6.238,8.06,5.941
guest,in_play,ground_stroke,near,far,no_mans_land,2.022,12.564,7.296,19.833
host,in_play,ground_stroke,far,near,no_mans_land,1.84,-21.514,1.766,3.484
guest,in_play,ground_stroke,near,far,service_box,-3.33,14.201,5.864,17.581
host,in_play,ground_stroke,far,near,no_mans_land,-1.911,-8.837,7.478,2.018
guest,first_serve,first_serve,near,far,service_box,-5.588,22.44,0.626,16.824
host,return,ground_stroke,far,near,no_mans_land,3.656,-16.097,6.715,0.369
guest,serve_plus_one,ground_stroke,near,near,service_box,-4.6,18.28,1.817,11.887
guest,first_serve,first_serve,near,far,service_box,4.913,22.457,0.232,15.002
host,return,ground_stroke,far,far,service_box,-1.799,-16.518,2.235,17.183
host,none,feed,far,near,service_box,5.812,5.812,5.812,5.863
guest,first_serve,first_serve,near,far,no_mans_land,-3.181,22.958,1.754,20.24
host,none,ground_stroke,far,near,no_mans_land,3.264,-20.065,4.336,0.577
guest,second_serve,second_serve,near,far,service_box,-2.636,18.282,2.506,18.09
host,return,ground_stroke,far,near,no_mans_land,2.8,-17.614,4.489,2.782
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,-0.024,19.505,5.638,23.636
host,return_plus_one,ground_stroke,far,near,no_mans_land,-1.37,-16.285,5.497,3.762
guest,in_play,ground_stroke,near,far,no_mans_land,-1.675,16.375,6.557,20.925
host,in_play,ground_stroke,far,near,no_mans_land,3.856,-17.416,5.504,3.085
guest,in_play,ground_stroke,near,far,service_box,-1.932,17.542,4.068,17.633
host,in_play,ground_stroke,far,near,no_mans_land,0.205,-13.179,6.789,4.136
guest,in_play,ground_stroke,near,far,no_mans_land,1.516,18.165,5.046,21.225
host,in_play,ground_stroke,far,near,no_mans_land,-0.667,-15.375,6.248,2.846
guest,in_play,ground_stroke,near,far,no_mans_land,-2.186,18.601,4.847,20.429
host,in_play,ground_stroke,far,near,no_mans_land,0.241,-17.291,4.593,5.357
guest,in_play,ground_stroke,near,far,no_mans_land,0.39,20.263,5.525,23.647
host,in_play,ground_stroke,far,near,no_mans_land,0.973,-17.134,5.461,3.199
guest,in_play,ground_stroke,near,far,no_mans_land,-4.159,16.662,5.306,20.836
host,none,feed,far,near,service_box,6.259,6.259,6.259,7.045
guest,first_serve,first_serve,near,far,service_box,6.852,21.889,1.421,17.41
host,none,ground_stroke,far,near,no_mans_land,-2.531,-9.928,7.698,4.851
guest,second_serve,second_serve,near,far,service_box,1.676,21.926,1.567,18.172
host,return,ground_stroke,far,near,service_box,-3.645,-15.315,3.606,5.973
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,2.156,12.55,7.776,20.394
host,return_plus_one,ground_stroke,far,near,no_mans_land,1.601,-22.583,3.137,2.616
guest,in_play,ground_stroke,near,far,no_mans_land,-3.345,14.286,7.171,19.668
host,in_play,ground_stroke,far,near,no_mans_land,2.789,-18.885,4.948,2.725
guest,in_play,ground_stroke,near,near,service_box,-3.92,-16.835,5.612,11.558
host,first_serve,first_serve,near,far,no_mans_land,-7.798,34.01,-2.02,19.573
guest,none,ground_stroke,far,near,no_mans_land,4.756,-14.847,6.258,1.833
host,second_serve,second_serve,near,far,service_box,-3.15,19.714,1.153,17.128
guest,return,ground_stroke,far,near,no_mans_land,0.776,-18.194,4.466,3.727
host,serve_plus_one,ground_stroke,near,far,no_mans_land,1.16,16.086,6.415,21.228
guest,return_plus_one,ground_stroke,far,near,no_mans_land,1.683,-16.645,4.591,4.113
host,in_play,ground_stroke,near,far,no_mans_land,-3.437,17.997,5.069,20.351
guest,in_play,ground_stroke,far,near,no_mans_land,1.154,-15.772,6.027,1.966
host,in_play,ground_stroke,near,far,no_mans_land,-0.471,17.812,4.863,20.165
guest,in_play,ground_stroke,far,near,no_mans_land,2.946,-16.837,5.411,3.239
host,in_play,ground_stroke,near,far,no_mans_land,-1.703,17.993,4.871,20.757
guest,in_play,ground_stroke,far,near,no_mans_land,-2.349,-17.386,6.349,1.021
host,in_play,ground_stroke,near,far,no_mans_land,5.678,17.216,5.777,19.275
guest,in_play,ground_stroke,far,near,no_mans_land,-2.712,-16.919,5.216,4.336
host,in_play,volley,near,far,no_mans_land,5.588,5.588,5.588,22.76
guest,in_play,ground_stroke,far,near,no_mans_land,1.59,-13.029,7.29,5.103
host,in_play,ground_stroke,near,far,service_box,3.524,11.519,3.741,15.379
guest,none,ground_stroke,far,near,service_box,-2.243,-11.442,5.046,7.241
host,first_serve,first_serve,near,far,service_box,3.17,31.151,-1.787,17.199
guest,return,ground_stroke,far,far,service_box,-2.235,-16.074,5.42,13.354
guest,none,feed,far,near,service_box,6.482,6.482,6.482,7.661
host,first_serve,first_serve,near,far,service_box,-5.236,24.082,-0.148,17.632
guest,return,ground_stroke,far,near,no_mans_land,4.855,-17.869,5.18,4.203
host,serve_plus_one,ground_stroke,near,far,service_box,-0.94,14.582,4.644,16.828
guest,none,feed,far,near,service_box,6.482,6.482,6.482,6.71
host,first_serve,first_serve,near,near,service_box,6.698,25.238,-2.842,10.767
host,second_serve,second_serve,near,far,service_box,3.02,17.421,2.07,16.843
guest,return,ground_stroke,far,near,no_mans_land,-4.491,-17.015,4.644,5.229
host,serve_plus_one,ground_stroke,near,far,no_mans_land,2.067,14.681,7.596,23.527
guest,return_plus_one,ground_stroke,far,near,service_box,-1.624,-15.725,4.872,7.189
host,in_play,ground_stroke,near,far,no_mans_land,0.941,12.214,6.785,19.765
guest,in_play,ground_stroke,far,near,no_mans_land,2.972,-18.869,4.543,3.361
host,in_play,ground_stroke,near,far,service_box,-5.187,16.194,4.892,18.001
guest,in_play,ground_stroke,far,far,service_box,1.062,-11.852,5.041,16.824
guest,none,feed,far,near,no_mans_land,6.259,6.259,6.259,4.072
host,first_serve,first_serve,near,near,service_box,-7.515,27.715,-4.406,11.666
host,second_serve,second_serve,near,far,service_box,-3.9,18.577,2.26,18.001
guest,return,ground_stroke,far,near,no_mans_land,5.336,-19.124,4.189,4.222
host,serve_plus_one,ground_stroke,near,far,no_mans_land,-1.972,17.899,5.339,21.037
guest,return_plus_one,ground_stroke,far,near,no_mans_land,0.595,-17.746,4.29,5.281
host,in_play,ground_stroke,near,far,no_mans_land,-0.892,21.394,3.845,19.697
guest,in_play,ground_stroke,far,near,no_mans_land,-0.129,-20.119,4.721,4.151
host,in_play,ground_stroke,near,far,no_mans_land,1.984,11.989,6.972,18.837
guest,in_play,ground_stroke,far,near,no_mans_land,-3.082,-17.14,4.829,4.266
host,in_play,ground_stroke,near,far,no_mans_land,1.31,17.414,5.548,20.978
guest,in_play,ground_stroke,far,near,no_mans_land,2.805,-16.053,5.249,3.752
host,in_play,ground_stroke,near,far,no_mans_land,-2.213,15.139,5.961,20.044
guest,in_play,ground_stroke,far,near,service_box,3.292,-21.311,2.92,6.4
host,in_play,ground_stroke,near,far,no_mans_land,-2.551,10.772,8.968,20.232
guest,in_play,ground_stroke,far,near,no_mans_land,-0.19,-19.073,4.708,2.743
host,in_play,ground_stroke,near,far,no_mans_land,1.789,16.414,6.405,22.512
guest,in_play,ground_stroke,far,near,no_mans_land,-2.235,-16.374,5.42,3.294
host,in_play,ground_stroke,near,far,service_box,4.208,16.594,4.144,17.709
guest,in_play,ground_stroke,far,near,no_mans_land,-1.413,-14.793,6.078,3.886
host,in_play,ground_stroke,near,far,no_mans_land,0.147,16.847,5.568,21.213
guest,in_play,ground_stroke,far,near,no_mans_land,0.143,-12.501,7.451,5.381
host,in_play,ground_stroke,near,far,service_box,-4.635,20.885,2.78,17.187
guest,in_play,ground_stroke,far,near,no_mans_land,2.884,-13.855,7.064,5.381
host,in_play,volley,near,far,service_box,4.917,4.917,4.917,17.827
guest,in_play,ground_stroke,far,near,service_box,-2.254,-16.267,4.59,8.936
host,in_play,volley,near,far,service_box,4.917,4.917,4.917,16.492
host,none,feed,near,far,service_box,3.009,8.662,-0.657,15.622
guest,first_serve,first_serve,far,near,no_mans_land,2.735,-19.684,1.614,4.002
host,none,ground_stroke,near,near,service_box,-1.519,10.006,6.664,6.533
host,none,feed,near,far,service_box,6.482,6.482,6.482,16.497
guest,second_serve,second_serve,far,near,service_box,2.933,-17.514,1.67,6.536
host,return,ground_stroke,near,far,out,-2.268,19.46,5.565,25.475
guest,serve_plus_one,ground_stroke,far,near,no_mans_land,1.073,-13.734,7.206,3.133
host,return_plus_one,ground_stroke,near,far,out,-1.507,20.649,4.644,23.783
guest,first_serve,first_serve,far,far,service_box,-3.108,-21.329,-1.126,12.025
guest,second_serve,second_serve,far,near,service_box,-2.901,-18.556,1.856,7.48
host,return,ground_stroke,near,far,service_box,1.798,24.17,1.669,17.186
guest,serve_plus_one,ground_stroke,far,near,no_mans_land,-1.392,-12.518,5.121,4.655
host,return_plus_one,ground_stroke,near,near,service_box,4.24,17.553,2.164,11.763
host,none,feed,near,far,service_box,-1.072,6.395,2.415,12.535
guest,first_serve,first_serve,far,near,service_box,3.708,-23.831,0.373,6.86
host,return,ground_stroke,near,far,no_mans_land,0.091,14.023,6.798,21.833
guest,first_serve,first_serve,far,near,service_box,-2.317,-24.9,0.458,6.779
host,return,ground_stroke,near,far,service_box,2.088,15.979,4.339,16.54
guest,serve_plus_one,ground_stroke,far,near,no_mans_land,-1.073,-17.221,4.976,3.655
host,return_plus_one,ground_stroke,near,far,no_mans_land,-1.507,17.422,5.797,21.539
guest,in_play,ground_stroke,far,near,no_mans_land,0.518,-10.628,9.539,3.711
host,in_play,ground_stroke,near,far,service_box,2.851,14.578,2.254,16.019
